"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"East Lyme School District","901123400","2019-2020","Male","Suspensions","Percent","3.7"
"East Windsor School District","900324800","2009-2010","Female","Suspensions","Percent","6.9"
"East Windsor School District","900324800","2009-2010","Male","Suspensions","Percent","15.9"
"East Windsor School District","900324800","2010-2011","Female","Suspensions","Percent","9.5"
"East Windsor School District","900324800","2010-2011","Male","Suspensions","Percent","15.8"
"East Windsor School District","900324800","2011-2012","Female","Suspensions","Percent","8.5"
"East Windsor School District","900324800","2011-2012","Male","Suspensions","Percent","16.7"
"East Windsor School District","900324800","2012-2013","Female","Suspensions","Percent","8.0"
"East Windsor School District","900324800","2012-2013","Male","Suspensions","Percent","13.8"
"East Windsor School District","900324800","2013-2014","Female","Suspensions","Percent","7.6"
"East Windsor School District","900324800","2013-2014","Male","Suspensions","Percent","14.2"
"East Windsor School District","900324800","2014-2015","Female","Suspensions","Percent","4.3"
"East Windsor School District","900324800","2014-2015","Male","Suspensions","Percent","11.7"
"East Windsor School District","900324800","2015-2016","Female","Suspensions","Percent","4.8"
"East Windsor School District","900324800","2015-2016","Male","Suspensions","Percent","10.2"
"East Windsor School District","900324800","2016-2017","Female","Suspensions","Percent","6.7"
"East Windsor School District","900324800","2016-2017","Male","Suspensions","Percent","11.3"
"East Windsor School District","900324800","2017-2018","Female","Suspensions","Percent","7.9"
"East Windsor School District","900324800","2017-2018","Male","Suspensions","Percent","14.8"
"East Windsor School District","900324800","2018-2019","Female","Suspensions","Percent","6.6"
"East Windsor School District","900324800","2018-2019","Male","Suspensions","Percent","11.8"
"East Windsor School District","900324800","2019-2020","Female","Suspensions","Percent","3.3"
"East Windsor School District","900324800","2019-2020","Male","Suspensions","Percent","9.1"
"Eastern Connecticut Regional Educational Services","","2009-2010","Female","Suspensions","Percent","11.8"
"Eastern Connecticut Regional Educational Services","","2009-2010","Male","Suspensions","Percent","19.8"
"Eastern Connecticut Regional Educational Services","","2010-2011","Female","Suspensions","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Male","Suspensions","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Female","Suspensions","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Male","Suspensions","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Female","Suspensions","Percent","5.7"
"Eastern Connecticut Regional Educational Services","","2012-2013","Male","Suspensions","Percent","14.9"
"Eastern Connecticut Regional Educational Services","","2013-2014","Female","Suspensions","Percent","-6666"
"Eastern Connecticut Regional Educational Services","","2013-2014","Male","Suspensions","Percent","-6666"
"Eastern Connecticut Regional Educational Services","","2014-2015","Female","Suspensions","Percent","12.2"
"Eastern Connecticut Regional Educational Services","","2014-2015","Male","Suspensions","Percent","19.6"
"Eastern Connecticut Regional Educational Services","","2015-2016","Female","Suspensions","Percent","7.5"
"Eastern Connecticut Regional Educational Services","","2015-2016","Male","Suspensions","Percent","20.2"
"Eastern Connecticut Regional Educational Services","","2016-2017","Female","Suspensions","Percent","5.7"
"Eastern Connecticut Regional Educational Services","","2016-2017","Male","Suspensions","Percent","17.9"
"Eastern Connecticut Regional Educational Services","","2017-2018","Female","Suspensions","Percent","6.8"
"Eastern Connecticut Regional Educational Services","","2017-2018","Male","Suspensions","Percent","16.4"
"Eastern Connecticut Regional Educational Services","","2018-2019","Female","Suspensions","Percent","7.4"
"Eastern Connecticut Regional Educational Services","","2018-2019","Male","Suspensions","Percent","10.9"
"Eastern Connecticut Regional Educational Services","","2019-2020","Female","Suspensions","Percent","7.2"
"Eastern Connecticut Regional Educational Services","","2019-2020","Male","Suspensions","Percent","10.8"
"Eastford School District","","2009-2010","Female","Suspensions","Percent","-9999"
"Eastford School District","","2009-2010","Male","Suspensions","Percent","-9999"
"Eastford School District","","2010-2011","Female","Suspensions","Percent","-9999"
"Eastford School District","","2010-2011","Male","Suspensions","Percent","-9999"
"Eastford School District","","2011-2012","Female","Suspensions","Percent","-6666"
"Eastford School District","","2011-2012","Male","Suspensions","Percent","6.2"
"Eastford School District","","2012-2013","Female","Suspensions","Percent","-6666"
"Eastford School District","","2012-2013","Male","Suspensions","Percent","-9999"
"Eastford School District","","2013-2014","Female","Suspensions","Percent","-9999"
"Eastford School District","","2013-2014","Male","Suspensions","Percent","-9999"
"Eastford School District","","2014-2015","Female","Suspensions","Percent","-6666"
"Eastford School District","","2014-2015","Male","Suspensions","Percent","-9999"
"Eastford School District","","2015-2016","Female","Suspensions","Percent","-9999"
"Eastford School District","","2015-2016","Male","Suspensions","Percent","-9999"
"Eastford School District","","2016-2017","Female","Suspensions","Percent","-9999"
"Eastford School District","","2016-2017","Male","Suspensions","Percent","-9999"
"Eastford School District","","2017-2018","Female","Suspensions","Percent","-9999"
"Eastford School District","","2017-2018","Male","Suspensions","Percent","-9999"
"Eastford School District","","2018-2019","Female","Suspensions","Percent","-6666"
"Eastford School District","","2018-2019","Male","Suspensions","Percent","-9999"
"Eastford School District","","2019-2020","Female","Suspensions","Percent","-6666"
"Eastford School District","","2019-2020","Male","Suspensions","Percent","-9999"
"Easton School District","","2009-2010","Female","Suspensions","Percent","-6666"
"Easton School District","","2009-2010","Male","Suspensions","Percent","2.0"
"Easton School District","","2010-2011","Female","Suspensions","Percent","-6666"
"Easton School District","","2010-2011","Male","Suspensions","Percent","2.0"
"Easton School District","","2011-2012","Female","Suspensions","Percent","-9999"
"Easton School District","","2011-2012","Male","Suspensions","Percent","-9999"
"Easton School District","","2012-2013","Female","Suspensions","Percent","-6666"
"Easton School District","","2012-2013","Male","Suspensions","Percent","-9999"
"Easton School District","","2013-2014","Female","Suspensions","Percent","-6666"
"Easton School District","","2013-2014","Male","Suspensions","Percent","4.1"
"Easton School District","","2014-2015","Female","Suspensions","Percent","-6666"
"Easton School District","","2014-2015","Male","Suspensions","Percent","1.8"
"Easton School District","","2015-2016","Female","Suspensions","Percent","-9999"
"Easton School District","","2015-2016","Male","Suspensions","Percent","-9999"
"Easton School District","","2016-2017","Female","Suspensions","Percent","-9999"
"Easton School District","","2016-2017","Male","Suspensions","Percent","-9999"
"Easton School District","","2017-2018","Female","Suspensions","Percent","-9999"
"Easton School District","","2017-2018","Male","Suspensions","Percent","-9999"
"Easton School District","","2018-2019","Female","Suspensions","Percent","-6666"
"Easton School District","","2018-2019","Male","Suspensions","Percent","-9999"
"Easton School District","","2019-2020","Female","Suspensions","Percent","-6666"
"Easton School District","","2019-2020","Male","Suspensions","Percent","-9999"
"Ellington School District","901325360","2009-2010","Female","Suspensions","Percent","2.7"
"Ellington School District","901325360","2009-2010","Male","Suspensions","Percent","7.9"
"Ellington School District","901325360","2010-2011","Female","Suspensions","Percent","3.9"
"Ellington School District","901325360","2010-2011","Male","Suspensions","Percent","7.7"
"Ellington School District","901325360","2011-2012","Female","Suspensions","Percent","3.5"
"Ellington School District","901325360","2011-2012","Male","Suspensions","Percent","7.5"
"Ellington School District","901325360","2012-2013","Female","Suspensions","Percent","2.5"
"Ellington School District","901325360","2012-2013","Male","Suspensions","Percent","6.7"
"Ellington School District","901325360","2013-2014","Female","Suspensions","Percent","2.1"
"Ellington School District","901325360","2013-2014","Male","Suspensions","Percent","6.9"
"Ellington School District","901325360","2014-2015","Female","Suspensions","Percent","1.7"
"Ellington School District","901325360","2014-2015","Male","Suspensions","Percent","6.7"
"Ellington School District","901325360","2015-2016","Female","Suspensions","Percent","2.8"
"Ellington School District","901325360","2015-2016","Male","Suspensions","Percent","7.6"
"Ellington School District","901325360","2016-2017","Female","Suspensions","Percent","2.3"
"Ellington School District","901325360","2016-2017","Male","Suspensions","Percent","9.9"
"Ellington School District","901325360","2017-2018","Female","Suspensions","Percent","2.1"
"Ellington School District","901325360","2017-2018","Male","Suspensions","Percent","6.8"
"Ellington School District","901325360","2018-2019","Female","Suspensions","Percent","2.7"
"Ellington School District","901325360","2018-2019","Male","Suspensions","Percent","8.3"
"Ellington School District","901325360","2019-2020","Female","Suspensions","Percent","1.7"
"Ellington School District","901325360","2019-2020","Male","Suspensions","Percent","5.5"
"Elm City College Preparatory School District","","2009-2010","Female","Suspensions","Percent","10.5"
"Elm City College Preparatory School District","","2009-2010","Male","Suspensions","Percent","25.0"
"Elm City College Preparatory School District","","2010-2011","Female","Suspensions","Percent","14.1"
"Elm City College Preparatory School District","","2010-2011","Male","Suspensions","Percent","35.2"
"Elm City College Preparatory School District","","2011-2012","Female","Suspensions","Percent","22.6"
"Elm City College Preparatory School District","","2011-2012","Male","Suspensions","Percent","36.7"
"Elm City College Preparatory School District","","2012-2013","Female","Suspensions","Percent","21.2"
"Elm City College Preparatory School District","","2012-2013","Male","Suspensions","Percent","33.5"
"Elm City College Preparatory School District","","2013-2014","Female","Suspensions","Percent","24.0"
"Elm City College Preparatory School District","","2013-2014","Male","Suspensions","Percent","33.3"
"Elm City College Preparatory School District","","2014-2015","Female","Suspensions","Percent","10.1"
"Elm City College Preparatory School District","","2014-2015","Male","Suspensions","Percent","20.2"
"Elm City College Preparatory School District","","2015-2016","Female","Suspensions","Percent","18.4"
"Elm City College Preparatory School District","","2015-2016","Male","Suspensions","Percent","18.2"
"Elm City College Preparatory School District","","2016-2017","Female","Suspensions","Percent","13.9"
"Elm City College Preparatory School District","","2016-2017","Male","Suspensions","Percent","19.3"
"Elm City College Preparatory School District","","2017-2018","Female","Suspensions","Percent","10.1"
"Elm City College Preparatory School District","","2017-2018","Male","Suspensions","Percent","18.8"
"Elm City College Preparatory School District","","2018-2019","Female","Suspensions","Percent","8.2"
"Elm City College Preparatory School District","","2018-2019","Male","Suspensions","Percent","15.5"
"Elm City College Preparatory School District","","2019-2020","Female","Suspensions","Percent","3.8"
"Elm City College Preparatory School District","","2019-2020","Male","Suspensions","Percent","13.2"
"Elm City Montessori School District","","2009-2010","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2009-2010","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2010-2011","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2010-2011","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2011-2012","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2012-2013","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2013-2014","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2014-2015","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2015-2016","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2015-2016","Male","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2016-2017","Female","Suspensions","Percent","-6666"
"Elm City Montessori School District","","2016-2017","Male","Suspensions","Percent","8.5"
"Elm City Montessori School District","","2017-2018","Female","Suspensions","Percent","-9999"
"Elm City Montessori School District","","2017-2018","Male","Suspensions","Percent","-9999"
"Elm City Montessori School District","","2018-2019","Female","Suspensions","Percent","-9999"
"Elm City Montessori School District","","2018-2019","Male","Suspensions","Percent","-9999"
"Elm City Montessori School District","","2019-2020","Female","Suspensions","Percent","-9999"
"Elm City Montessori School District","","2019-2020","Male","Suspensions","Percent","-6666"
"Enfield School District","900325990","2009-2010","Female","Suspensions","Percent","4.8"
"Enfield School District","900325990","2009-2010","Male","Suspensions","Percent","10.4"
"Enfield School District","900325990","2010-2011","Female","Suspensions","Percent","5.5"
"Enfield School District","900325990","2010-2011","Male","Suspensions","Percent","11.9"
"Enfield School District","900325990","2011-2012","Female","Suspensions","Percent","5.6"
"Enfield School District","900325990","2011-2012","Male","Suspensions","Percent","13.3"
"Enfield School District","900325990","2012-2013","Female","Suspensions","Percent","5.7"
"Enfield School District","900325990","2012-2013","Male","Suspensions","Percent","13.4"
"Enfield School District","900325990","2013-2014","Female","Suspensions","Percent","4.1"
"Enfield School District","900325990","2013-2014","Male","Suspensions","Percent","12.8"
"Enfield School District","900325990","2014-2015","Female","Suspensions","Percent","4.6"
"Enfield School District","900325990","2014-2015","Male","Suspensions","Percent","11.4"
"Enfield School District","900325990","2015-2016","Female","Suspensions","Percent","4.3"
"Enfield School District","900325990","2015-2016","Male","Suspensions","Percent","11.5"
"Enfield School District","900325990","2016-2017","Female","Suspensions","Percent","4.4"
"Enfield School District","900325990","2016-2017","Male","Suspensions","Percent","10.6"
"Enfield School District","900325990","2017-2018","Female","Suspensions","Percent","4.6"
"Enfield School District","900325990","2017-2018","Male","Suspensions","Percent","10.1"
"Enfield School District","900325990","2018-2019","Female","Suspensions","Percent","5.1"
"Enfield School District","900325990","2018-2019","Male","Suspensions","Percent","11.4"
"Enfield School District","900325990","2019-2020","Female","Suspensions","Percent","4.5"
"Enfield School District","900325990","2019-2020","Male","Suspensions","Percent","8.9"
"Essex School District","","2009-2010","Female","Suspensions","Percent","-6666"
"Essex School District","","2009-2010","Male","Suspensions","Percent","-9999"
"Essex School District","","2010-2011","Female","Suspensions","Percent","-9999"
"Essex School District","","2010-2011","Male","Suspensions","Percent","-6666"
"Essex School District","","2011-2012","Female","Suspensions","Percent","-6666"
"Essex School District","","2011-2012","Male","Suspensions","Percent","-6666"
"Essex School District","","2012-2013","Female","Suspensions","Percent","-6666"
"Essex School District","","2012-2013","Male","Suspensions","Percent","2.4"
"Essex School District","","2013-2014","Female","Suspensions","Percent","-6666"
"Essex School District","","2013-2014","Male","Suspensions","Percent","2.2"
"Essex School District","","2014-2015","Female","Suspensions","Percent","-6666"
"Essex School District","","2014-2015","Male","Suspensions","Percent","-9999"
"Essex School District","","2015-2016","Female","Suspensions","Percent","-6666"
"Essex School District","","2015-2016","Male","Suspensions","Percent","-6666"
"Essex School District","","2016-2017","Female","Suspensions","Percent","-6666"
"Essex School District","","2016-2017","Male","Suspensions","Percent","-9999"
"Essex School District","","2017-2018","Female","Suspensions","Percent","-6666"
"Essex School District","","2017-2018","Male","Suspensions","Percent","-9999"
"Essex School District","","2018-2019","Female","Suspensions","Percent","-6666"
"Essex School District","","2018-2019","Male","Suspensions","Percent","-6666"
"Essex School District","","2019-2020","Female","Suspensions","Percent","-6666"
"Essex School District","","2019-2020","Male","Suspensions","Percent","-9999"
"Explorations District","","2009-2010","Female","Suspensions","Percent","-9999"
"Explorations District","","2009-2010","Male","Suspensions","Percent","-9999"
"Explorations District","","2010-2011","Female","Suspensions","Percent","26.1"
"Explorations District","","2010-2011","Male","Suspensions","Percent","61.8"
"Explorations District","","2011-2012","Female","Suspensions","Percent","-9999"
"Explorations District","","2011-2012","Male","Suspensions","Percent","-9999"
"Explorations District","","2012-2013","Female","Suspensions","Percent","22.0"
"Explorations District","","2012-2013","Male","Suspensions","Percent","24.4"
"Explorations District","","2013-2014","Female","Suspensions","Percent","21.1"
"Explorations District","","2013-2014","Male","Suspensions","Percent","34.9"
"Explorations District","","2014-2015","Female","Suspensions","Percent","-9999"
"Explorations District","","2014-2015","Male","Suspensions","Percent","-9999"
"Explorations District","","2015-2016","Female","Suspensions","Percent","21.1"
"Explorations District","","2015-2016","Male","Suspensions","Percent","20.0"
"Explorations District","","2016-2017","Female","Suspensions","Percent","14.3"
"Explorations District","","2016-2017","Male","Suspensions","Percent","23.3"
"Explorations District","","2017-2018","Female","Suspensions","Percent","16.7"
"Explorations District","","2017-2018","Male","Suspensions","Percent","27.9"
"Explorations District","","2018-2019","Female","Suspensions","Percent","-9999"
"Explorations District","","2018-2019","Male","Suspensions","Percent","-9999"
"Explorations District","","2019-2020","Female","Suspensions","Percent","-9999"
"Explorations District","","2019-2020","Male","Suspensions","Percent","-9999"
"Fairfield School District","900126620","2009-2010","Female","Suspensions","Percent","1.2"
"Fairfield School District","900126620","2009-2010","Male","Suspensions","Percent","4.1"
"Fairfield School District","900126620","2010-2011","Female","Suspensions","Percent","0.8"
"Fairfield School District","900126620","2010-2011","Male","Suspensions","Percent","3.9"
"Fairfield School District","900126620","2011-2012","Female","Suspensions","Percent","1.0"
"Fairfield School District","900126620","2011-2012","Male","Suspensions","Percent","3.8"
"Fairfield School District","900126620","2012-2013","Female","Suspensions","Percent","0.7"
"Fairfield School District","900126620","2012-2013","Male","Suspensions","Percent","3.7"
"Fairfield School District","900126620","2013-2014","Female","Suspensions","Percent","0.9"
"Fairfield School District","900126620","2013-2014","Male","Suspensions","Percent","3.1"
"Fairfield School District","900126620","2014-2015","Female","Suspensions","Percent","0.7"
"Fairfield School District","900126620","2014-2015","Male","Suspensions","Percent","2.5"
"Fairfield School District","900126620","2015-2016","Female","Suspensions","Percent","0.8"
"Fairfield School District","900126620","2015-2016","Male","Suspensions","Percent","3.2"
"Fairfield School District","900126620","2016-2017","Female","Suspensions","Percent","0.8"
"Fairfield School District","900126620","2016-2017","Male","Suspensions","Percent","3.3"
"Fairfield School District","900126620","2017-2018","Female","Suspensions","Percent","0.8"
"Fairfield School District","900126620","2017-2018","Male","Suspensions","Percent","3.2"
"Fairfield School District","900126620","2018-2019","Female","Suspensions","Percent","0.6"
"Fairfield School District","900126620","2018-2019","Male","Suspensions","Percent","2.9"
"Fairfield School District","900126620","2019-2020","Female","Suspensions","Percent","0.6"
"Fairfield School District","900126620","2019-2020","Male","Suspensions","Percent","2.3"
"Farmington School District","900327600","2009-2010","Female","Suspensions","Percent","1.7"
"Farmington School District","900327600","2009-2010","Male","Suspensions","Percent","4.1"
"Farmington School District","900327600","2010-2011","Female","Suspensions","Percent","1.5"
"Farmington School District","900327600","2010-2011","Male","Suspensions","Percent","3.6"
"Farmington School District","900327600","2011-2012","Female","Suspensions","Percent","1.3"
"Farmington School District","900327600","2011-2012","Male","Suspensions","Percent","2.6"
"Farmington School District","900327600","2012-2013","Female","Suspensions","Percent","1.2"
"Farmington School District","900327600","2012-2013","Male","Suspensions","Percent","2.2"
"Farmington School District","900327600","2013-2014","Female","Suspensions","Percent","0.7"
"Farmington School District","900327600","2013-2014","Male","Suspensions","Percent","3.1"
"Farmington School District","900327600","2014-2015","Female","Suspensions","Percent","0.7"
"Farmington School District","900327600","2014-2015","Male","Suspensions","Percent","2.2"
"Farmington School District","900327600","2015-2016","Female","Suspensions","Percent","1.0"
"Farmington School District","900327600","2015-2016","Male","Suspensions","Percent","1.9"
"Farmington School District","900327600","2016-2017","Female","Suspensions","Percent","0.6"
"Farmington School District","900327600","2016-2017","Male","Suspensions","Percent","1.9"
"Farmington School District","900327600","2017-2018","Female","Suspensions","Percent","-9999"
"Farmington School District","900327600","2017-2018","Male","Suspensions","Percent","-9999"
"Farmington School District","900327600","2018-2019","Female","Suspensions","Percent","0.9"
"Farmington School District","900327600","2018-2019","Male","Suspensions","Percent","2.8"
"Farmington School District","900327600","2019-2020","Female","Suspensions","Percent","0.5"
"Farmington School District","900327600","2019-2020","Male","Suspensions","Percent","2.1"
"Franklin School District","","2009-2010","Female","Suspensions","Percent","-6666"
"Franklin School District","","2009-2010","Male","Suspensions","Percent","-9999"
"Franklin School District","","2010-2011","Female","Suspensions","Percent","-6666"
"Franklin School District","","2010-2011","Male","Suspensions","Percent","-6666"
"Franklin School District","","2011-2012","Female","Suspensions","Percent","-9999"
"Franklin School District","","2011-2012","Male","Suspensions","Percent","-9999"
"Franklin School District","","2012-2013","Female","Suspensions","Percent","-6666"
"Franklin School District","","2012-2013","Male","Suspensions","Percent","-9999"
"Franklin School District","","2013-2014","Female","Suspensions","Percent","-6666"
"Franklin School District","","2013-2014","Male","Suspensions","Percent","8.1"
"Franklin School District","","2014-2015","Female","Suspensions","Percent","-9999"
"Franklin School District","","2014-2015","Male","Suspensions","Percent","-9999"
"Franklin School District","","2015-2016","Female","Suspensions","Percent","-6666"
"Franklin School District","","2015-2016","Male","Suspensions","Percent","9.6"
"Franklin School District","","2016-2017","Female","Suspensions","Percent","-9999"
"Franklin School District","","2016-2017","Male","Suspensions","Percent","-9999"
"Franklin School District","","2017-2018","Female","Suspensions","Percent","-9999"
"Franklin School District","","2017-2018","Male","Suspensions","Percent","-9999"
"Franklin School District","","2018-2019","Female","Suspensions","Percent","-6666"
"Franklin School District","","2018-2019","Male","Suspensions","Percent","-9999"
"Franklin School District","","2019-2020","Female","Suspensions","Percent","-6666"
"Franklin School District","","2019-2020","Male","Suspensions","Percent","-9999"
"Glastonbury School District","900331240","2009-2010","Female","Suspensions","Percent","1.2"
"Glastonbury School District","900331240","2009-2010","Male","Suspensions","Percent","3.1"
"Glastonbury School District","900331240","2010-2011","Female","Suspensions","Percent","1.1"
"Glastonbury School District","900331240","2010-2011","Male","Suspensions","Percent","2.9"
"Glastonbury School District","900331240","2011-2012","Female","Suspensions","Percent","0.8"
"Glastonbury School District","900331240","2011-2012","Male","Suspensions","Percent","3.2"
"Glastonbury School District","900331240","2012-2013","Female","Suspensions","Percent","0.9"
"Glastonbury School District","900331240","2012-2013","Male","Suspensions","Percent","2.5"
"Glastonbury School District","900331240","2013-2014","Female","Suspensions","Percent","0.9"
"Glastonbury School District","900331240","2013-2014","Male","Suspensions","Percent","3.1"
"Glastonbury School District","900331240","2014-2015","Female","Suspensions","Percent","0.9"
"Glastonbury School District","900331240","2014-2015","Male","Suspensions","Percent","2.3"
"Glastonbury School District","900331240","2015-2016","Female","Suspensions","Percent","0.7"
"Glastonbury School District","900331240","2015-2016","Male","Suspensions","Percent","1.5"
"Glastonbury School District","900331240","2016-2017","Female","Suspensions","Percent","0.9"
"Glastonbury School District","900331240","2016-2017","Male","Suspensions","Percent","3.7"
"Glastonbury School District","900331240","2017-2018","Female","Suspensions","Percent","1.2"
"Glastonbury School District","900331240","2017-2018","Male","Suspensions","Percent","3.8"
"Glastonbury School District","900331240","2018-2019","Female","Suspensions","Percent","2.0"
"Glastonbury School District","900331240","2018-2019","Male","Suspensions","Percent","4.8"
"Glastonbury School District","900331240","2019-2020","Female","Suspensions","Percent","1.0"
"Glastonbury School District","900331240","2019-2020","Male","Suspensions","Percent","3.2"
"Granby School District","900332640","2009-2010","Female","Suspensions","Percent","1.6"
"Granby School District","900332640","2009-2010","Male","Suspensions","Percent","2.8"
"Granby School District","900332640","2010-2011","Female","Suspensions","Percent","1.4"
"Granby School District","900332640","2010-2011","Male","Suspensions","Percent","4.2"
"Granby School District","900332640","2011-2012","Female","Suspensions","Percent","0.9"
"Granby School District","900332640","2011-2012","Male","Suspensions","Percent","3.5"
"Granby School District","900332640","2012-2013","Female","Suspensions","Percent","0.6"
"Granby School District","900332640","2012-2013","Male","Suspensions","Percent","3.1"
"Granby School District","900332640","2013-2014","Female","Suspensions","Percent","0.9"
"Granby School District","900332640","2013-2014","Male","Suspensions","Percent","3.7"
"Granby School District","900332640","2014-2015","Female","Suspensions","Percent","0.9"
"Granby School District","900332640","2014-2015","Male","Suspensions","Percent","4.3"
"Granby School District","900332640","2015-2016","Female","Suspensions","Percent","1.0"
"Granby School District","900332640","2015-2016","Male","Suspensions","Percent","5.4"
"Granby School District","900332640","2016-2017","Female","Suspensions","Percent","1.1"
"Granby School District","900332640","2016-2017","Male","Suspensions","Percent","7.0"
"Granby School District","900332640","2017-2018","Female","Suspensions","Percent","1.5"
"Granby School District","900332640","2017-2018","Male","Suspensions","Percent","4.1"
"Granby School District","900332640","2018-2019","Female","Suspensions","Percent","0.8"
"Granby School District","900332640","2018-2019","Male","Suspensions","Percent","4.0"
"Granby School District","900332640","2019-2020","Female","Suspensions","Percent","-9999"
"Granby School District","900332640","2019-2020","Male","Suspensions","Percent","-9999"
"Great Oaks Charter School Bridgeport","","2009-2010","Female","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2009-2010","Male","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2010-2011","Female","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2010-2011","Male","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Female","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2011-2012","Male","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Female","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Male","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Female","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Male","Suspensions","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","Female","Suspensions","Percent","36.9"
"Great Oaks Charter School Bridgeport","","2014-2015","Male","Suspensions","Percent","54.4"
"Great Oaks Charter School Bridgeport","","2015-2016","Female","Suspensions","Percent","26.4"
"Great Oaks Charter School Bridgeport","","2015-2016","Male","Suspensions","Percent","40.2"
"Great Oaks Charter School Bridgeport","","2016-2017","Female","Suspensions","Percent","26.4"
"Great Oaks Charter School Bridgeport","","2016-2017","Male","Suspensions","Percent","49.1"
"Great Oaks Charter School Bridgeport","","2017-2018","Female","Suspensions","Percent","22.0"
"Great Oaks Charter School Bridgeport","","2017-2018","Male","Suspensions","Percent","34.8"
"Great Oaks Charter School Bridgeport","","2018-2019","Female","Suspensions","Percent","11.8"
"Great Oaks Charter School Bridgeport","","2018-2019","Male","Suspensions","Percent","18.9"
"Great Oaks Charter School Bridgeport","","2019-2020","Female","Suspensions","Percent","11.1"
"Great Oaks Charter School Bridgeport","","2019-2020","Male","Suspensions","Percent","17.9"
"Greenwich School District","900133620","2009-2010","Female","Suspensions","Percent","1.2"
"Greenwich School District","900133620","2009-2010","Male","Suspensions","Percent","3.8"
"Greenwich School District","900133620","2010-2011","Female","Suspensions","Percent","1.6"
"Greenwich School District","900133620","2010-2011","Male","Suspensions","Percent","4.1"
"Greenwich School District","900133620","2011-2012","Female","Suspensions","Percent","1.4"
"Greenwich School District","900133620","2011-2012","Male","Suspensions","Percent","3.1"
"Greenwich School District","900133620","2012-2013","Female","Suspensions","Percent","1.1"
"Greenwich School District","900133620","2012-2013","Male","Suspensions","Percent","2.6"
"Greenwich School District","900133620","2013-2014","Female","Suspensions","Percent","0.9"
"Greenwich School District","900133620","2013-2014","Male","Suspensions","Percent","1.6"
"Greenwich School District","900133620","2014-2015","Female","Suspensions","Percent","0.9"
"Greenwich School District","900133620","2014-2015","Male","Suspensions","Percent","1.8"
"Greenwich School District","900133620","2015-2016","Female","Suspensions","Percent","0.7"
"Greenwich School District","900133620","2015-2016","Male","Suspensions","Percent","1.5"
"Greenwich School District","900133620","2016-2017","Female","Suspensions","Percent","0.9"
"Greenwich School District","900133620","2016-2017","Male","Suspensions","Percent","2.1"
"Greenwich School District","900133620","2017-2018","Female","Suspensions","Percent","1.3"
"Greenwich School District","900133620","2017-2018","Male","Suspensions","Percent","2.6"
"Greenwich School District","900133620","2018-2019","Female","Suspensions","Percent","0.6"
"Greenwich School District","900133620","2018-2019","Male","Suspensions","Percent","2.1"
"Greenwich School District","900133620","2019-2020","Female","Suspensions","Percent","0.7"
"Greenwich School District","900133620","2019-2020","Male","Suspensions","Percent","1.9"
"Griswold School District","901133900","2009-2010","Female","Suspensions","Percent","8.0"
"Griswold School District","901133900","2009-2010","Male","Suspensions","Percent","15.5"
"Griswold School District","901133900","2010-2011","Female","Suspensions","Percent","7.1"
"Griswold School District","901133900","2010-2011","Male","Suspensions","Percent","15.7"
"Griswold School District","901133900","2011-2012","Female","Suspensions","Percent","8.1"
"Griswold School District","901133900","2011-2012","Male","Suspensions","Percent","15.8"
"Griswold School District","901133900","2012-2013","Female","Suspensions","Percent","5.0"
"Griswold School District","901133900","2012-2013","Male","Suspensions","Percent","12.5"
"Griswold School District","901133900","2013-2014","Female","Suspensions","Percent","5.9"
"Griswold School District","901133900","2013-2014","Male","Suspensions","Percent","10.4"
